,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Flin Flon,100,CA,1584324746,92,54.77,-101.86,264.06,4.7
374,Thinadhoo,98,MV,1584324746,60,0.53,72.93,301.7,3.01
375,Trincomalee,76,LK,1584324746,66,8.57,81.23,302.26,2.28
376,Riyadh,0,SA,1584324500,45,24.69,46.72,290.15,2.6
377,Roald,90,NO,1584324747,64,62.58,6.13,275.15,5.1
378,Great Yarmouth,0,GB,1584324747,93,52.61,1.73,278.71,2.6
379,Hohhot,20,CN,1584324747,30,40.81,111.65,278.15,1.0
380,Karratha,0,AU,1584324747,70,-20.74,116.85,303.38,3.67
381,Fiumicino,0,IT,1584324747,75,41.77,12.23,283.15,1.5
382,Tuatapere,78,NZ,1584324582,74,-46.13,167.68,285.37,5.36
383,Goma,32,CD,1584324747,95,-1.68,29.22,286.22,0.15
384,Coihueco,0,CL,1584324747,42,-36.62,-71.83,292.15,2.1
385,Nuuk,0,GL,1584324747,54,64.18,-51.72,256.15,7.7
386,Marabu,40,MY,1584324747,83,4.41,114.01,302.15,3.6
387,Ankang,100,CN,1584324748,43,32.68,109.02,284.82,0.45
388,Martapura,5,ID,1584324748,69,-3.42,114.85,303.97,0.56
389,Kennett,90,US,1584324748,86,36.24,-90.06,279.15,4.6
390,El Alto,100,PE,1584324748,61,-4.27,-81.21,298.6,1.57
391,Haines Junction,7,CA,1584324748,92,60.75,-137.51,265.25,0.34
392,Yumen,68,CN,1584324748,18,40.28,97.2,279.86,0.51
393,Armidale,13,AU,1584324648,66,-30.52,151.65,287.59,3.58
394,Rawson,79,AR,1584324508,66,-43.3,-65.1,291.08,9.02
395,Rome,1,US,1584324748,39,43.21,-75.46,271.48,3.6
396,Māngrol,100,IN,1584324749,41,21.12,70.12,298.16,9.12
397,Umaria,24,IN,1584324749,46,23.53,80.83,295.28,1.62
398,Chaman,98,PK,1584324749,38,30.92,66.45,287.0,2.27
399,Kitakata,75,JP,1584324749,60,37.65,139.87,281.48,5.7
400,Estelle,1,US,1584324749,83,29.85,-90.11,296.15,3.1
401,Kavieng,100,PG,1584324749,72,-2.57,150.8,301.97,4.27
402,Avera,90,US,1584324750,67,33.19,-82.53,290.37,6.2
403,Daşoguz,0,TM,1584324750,62,41.84,59.97,284.15,4.1
404,Harper,100,LR,1584324750,95,4.38,-7.72,297.01,0.78
405,Petropavlovsk-Kamchatskiy,90,RU,1584324750,100,53.05,158.65,274.15,9.0
406,Necochea,0,AR,1584324512,86,-38.55,-58.74,283.71,1.34
407,Maturin,96,VE,1584324648,83,9.75,-63.18,296.78,3.47
408,Marzuq,100,YE,1584324750,66,14.4,46.47,292.15,1.0
409,Baruun-Urt,47,MN,1584324750,83,46.68,113.28,272.38,5.47
410,Bintulu,75,MY,1584324750,83,3.17,113.03,301.15,1.5
411,Aubenas,33,FR,1584324750,86,44.62,4.39,281.48,1.5
412,Zhangaözen,88,KZ,1584324750,57,43.3,52.8,280.05,5.46
413,Nanortalik,19,GL,1584324750,65,60.14,-45.24,265.6,11.14
414,Kothāpet,2,IN,1584324751,54,19.33,79.48,300.55,3.76
415,Innisfail,16,AU,1584324751,60,-17.53,146.03,301.22,3.57
416,Kargil,97,IN,1584324751,77,34.57,76.1,255.25,0.15
417,São João da Barra,0,BR,1584324751,87,-21.64,-41.05,298.56,5.44
418,Villazón,84,BO,1584324751,80,-22.09,-65.59,284.57,5.22
419,Torbay,20,CA,1584324751,73,47.67,-52.73,269.26,5.1
420,Muscat,29,OM,1584324490,88,23.61,58.59,294.15,1.0
421,Forsytheganj,0,BY,1584324751,57,52.63,29.73,271.15,2.54
422,Macapá,90,BR,1584324751,100,0.04,-51.07,299.15,1.0
423,Ayan,0,RU,1584324751,76,56.45,138.17,259.87,2.09
424,San Nicolas,20,PH,1584324751,58,18.17,120.6,302.15,3.1
425,Balaipungut,3,ID,1584324483,79,1.05,101.28,301.63,1.97
426,Mujiayingzi,0,CN,1584324752,25,42.12,118.78,281.72,10.59
427,Eureka,1,US,1584324752,65,40.8,-124.16,282.15,5.7
428,Chauk,43,MM,1584324752,28,20.88,94.82,302.69,3.28
429,Omsukchan,100,RU,1584324752,93,62.53,155.8,258.05,3.6
430,Iskateley,100,RU,1584324752,93,67.68,53.15,266.47,8.91
431,Shuangyang,39,CN,1584324752,42,43.52,125.67,270.15,6.0
432,Talakan,100,RU,1584324752,84,50.32,130.37,266.45,1.63
433,Apatou,0,GF,1584324752,90,5.16,-54.35,294.95,1.0
434,Alberdi,99,AR,1584324752,93,-32.89,-60.69,292.59,1.5
435,Tūkrah,0,LY,1584324752,68,32.53,20.58,287.32,2.96
436,Shestakovo,88,RU,1584324724,87,56.49,103.96,271.9,4.09
437,Bud,90,US,1584324753,65,39.45,-86.18,278.71,2.1
438,Bonnyville,75,CA,1584324753,51,54.27,-110.73,261.15,5.1
439,Edd,65,ER,1584324753,71,13.93,41.69,296.51,0.54
440,Zapolyarnyy,100,RU,1584324753,73,69.42,30.81,266.15,4.1
441,North Bend,90,US,1584324753,93,43.41,-124.22,282.04,3.6
442,Sebrovo,94,RU,1584324753,83,50.1,43.3,269.26,0.89
443,Biak,54,ID,1584324753,74,-0.91,122.88,301.2,2.29
444,Banda Aceh,59,ID,1584324753,64,5.56,95.32,302.75,2.7
445,Hong Kong,20,HK,1584324677,64,22.29,114.16,295.93,8.7
446,Porirua,90,NZ,1584324522,46,-41.13,174.85,296.15,5.1
447,Kholm,80,RU,1584324753,62,59.27,32.85,271.86,6.05
448,Chapleau,20,CA,1584324754,84,47.84,-83.4,260.15,2.02
449,Stornoway,38,GB,1584324754,86,58.21,-6.39,273.15,3.1
450,Port Hedland,0,AU,1584324754,47,-20.32,118.57,308.15,2.6
451,Ayagoz,100,KZ,1584324754,64,47.97,80.44,273.79,1.8
452,Uray,100,RU,1584324754,87,60.12,64.78,262.75,4.21
453,Juneau,20,US,1584324754,45,58.3,-134.42,281.15,2.1
454,Bay City,1,US,1584324754,58,43.59,-83.89,272.04,4.6
455,Marovoay,40,MG,1584324754,94,-16.1,46.63,298.15,2.6
456,Novobiryusinskiy,100,RU,1584324754,95,56.96,97.71,273.74,3.1
457,Seaca de Câmp,0,RO,1584324754,79,43.93,23.22,270.37,2.1
458,Consuegra,71,ES,1584324754,86,39.46,-3.61,282.04,6.71
459,Léo,48,BF,1584324755,44,11.1,-2.1,301.24,0.41
460,Tarko-Sale,100,RU,1584324755,80,64.92,77.78,252.75,7.15
461,Marawi,32,PH,1584324755,76,8.0,124.29,300.37,1.79
462,Strezhevoy,90,RU,1584324755,100,60.73,77.59,271.15,7.0
463,Vallenar,5,CL,1584324755,92,-28.57,-70.76,287.19,0.73
464,Santa Cruz de la Sierra,75,BO,1584324755,83,-17.8,-63.17,299.15,2.1
465,Aykhal,90,RU,1584324755,92,66.0,111.5,268.15,4.0
466,El Rosario,46,MX,1584324755,85,24.26,-107.18,294.26,0.89
467,Zeya,84,RU,1584324755,82,53.75,127.27,264.03,1.12
468,Poum,0,NC,1584324755,79,-20.23,164.02,300.88,5.28
469,Broken Hill,0,AU,1584324755,31,-31.95,141.43,297.15,5.7
470,Zhangye,81,CN,1584324755,23,38.93,100.45,281.3,2.44
471,Trebisacce,5,IT,1584324755,81,39.87,16.53,283.15,5.1
472,Vicuña,90,CL,1584324756,87,-30.03,-70.71,289.15,1.5
473,Kamenka,100,RU,1584324756,84,51.32,42.77,269.82,4.47
474,Mogzon,100,RU,1584324756,72,51.74,111.96,271.28,8.84
475,St. George's,40,GD,1584324587,88,12.06,-61.75,297.15,1.5
476,Khilok,90,RU,1584324756,76,51.37,110.47,271.9,6.88
477,Luanda,75,AO,1584324225,83,-8.84,13.23,300.15,1.5
478,Tura,40,IN,1584324756,41,25.52,90.22,300.04,1.43
479,Seoul,1,KR,1584324253,38,37.57,126.98,278.15,0.5
480,Cacheu,99,GW,1584324756,78,12.27,-16.17,297.15,2.1
481,Sistranda,91,NO,1584324756,80,63.73,8.83,274.15,6.7
482,Hokitika,0,NZ,1584324756,74,-42.72,170.97,289.58,6.64
483,Kandiari,69,PK,1584324756,28,26.92,68.52,296.06,2.39
484,Lázaro Cárdenas,25,MX,1584324756,88,17.96,-102.2,297.5,1.63
485,Castrillón,20,ES,1584324757,93,43.4,-6.79,278.15,3.1
486,Hofn,100,IS,1584324757,67,64.25,-15.21,278.26,15.32
487,Ust'-Omchug,100,RU,1584324757,84,61.15,149.63,254.85,3.61
488,Posadas,42,AR,1584324589,69,-27.37,-55.9,299.15,3.6
489,Ust-Tsilma,100,RU,1584324757,87,65.44,52.15,264.12,4.65
490,Nokaneng,84,BW,1584324757,73,-19.67,22.27,294.59,1.56
491,Sinazongwe,100,ZM,1584324757,83,-17.26,27.46,297.26,2.23
492,Acaraú,100,BR,1584324757,97,-2.89,-40.12,297.05,1.82
493,Alibag,0,IN,1584324757,39,18.64,72.88,303.15,1.49
494,Oriximiná,98,BR,1584324757,91,-1.77,-55.87,295.87,2.38
495,Laas,40,IT,1584324758,92,46.62,10.7,273.15,0.5
496,Zhigalovo,100,RU,1584324724,85,54.81,105.16,271.85,3.47
497,Rørvik,32,NO,1584324758,57,64.86,11.24,274.95,8.96
498,Xinqing,53,CN,1584324758,68,48.23,129.5,266.82,4.96
499,Barberino di Mugello,0,IT,1584324758,64,44.0,11.24,280.93,0.5
500,Jackson,75,US,1584324584,80,42.42,-122.83,279.15,3.1
501,Gillette,90,US,1584324545,100,44.29,-105.5,268.71,5.1
502,Taltal,0,CL,1584324584,89,-25.4,-70.48,287.49,1.52
503,Kropotkin,100,RU,1584324758,49,45.44,40.58,275.37,4.23
504,Bindi,100,SL,1584324759,76,9.92,-11.45,293.44,0.66
505,Shenjiamen,0,CN,1584324759,56,29.96,122.3,283.79,3.96
506,Baykit,98,RU,1584324709,88,61.67,96.37,271.72,3.09
507,Waddān,0,LY,1584324759,64,29.16,16.14,287.45,2.91
508,Mortara,75,IT,1584324759,87,45.25,8.74,281.48,2.1
509,Beirut,1,LB,1584324500,87,33.89,35.49,289.15,1.0
510,Sabzawār,100,IR,1584324759,67,36.21,57.68,286.02,5.42
511,Shelburne,1,CA,1584324603,58,44.08,-80.2,272.15,1.0
512,Huarmey,100,PE,1584324585,69,-10.07,-78.15,296.32,1.03
513,Kilindoni,100,TZ,1584324759,81,-7.91,39.67,301.89,6.57
514,Guanare,100,VE,1584324760,47,9.04,-69.74,300.92,1.46
515,Kholm-Zhirkovskiy,0,RU,1584324760,72,55.52,33.47,269.98,3.54
516,Rundu,85,NA,1584324760,100,-17.93,19.77,294.15,0.5
517,Broome,1,US,1584324760,45,42.25,-75.83,271.48,3.1
518,La Ronge,20,CA,1584324760,56,55.1,-105.28,264.15,4.1
519,Novonikolayevskiy,100,RU,1584324760,82,50.97,42.36,269.82,0.45
520,Ambilobe,100,MG,1584324760,90,-13.2,49.05,298.52,1.62
521,Tongren,100,CN,1584324760,75,27.72,109.19,284.86,1.86
522,Morón,0,AR,1584324760,77,-34.65,-58.62,293.71,3.1
523,Camacha,40,PT,1584324760,72,33.08,-16.33,290.15,6.2
524,Mokhsogollokh,94,RU,1584324760,95,61.47,128.92,260.23,2.4
525,Naze,40,JP,1584324761,48,28.37,129.48,290.15,9.3
526,Westport,1,US,1584324761,28,41.14,-73.36,281.15,3.1
527,Bandarbeyla,100,SO,1584324761,71,9.49,50.81,299.27,2.86
528,Luangwa,100,ZM,1584324761,97,-15.62,30.42,294.58,0.73
529,College,75,US,1584324556,80,64.86,-147.8,272.59,3.6
530,Mount Gambier,0,AU,1584324761,52,-37.83,140.77,292.15,3.6
531,Nur-Sultan,90,KZ,1584324553,98,51.18,71.45,274.15,1.0
532,Alyangula,5,AU,1584324761,43,-13.85,136.42,306.15,3.1
533,Nishihara,0,JP,1584324762,40,26.18,127.76,293.71,8.7
534,Merrill,1,US,1584324737,63,45.18,-89.68,272.15,2.6
535,Samarai,2,PG,1584324762,51,-10.62,150.67,305.56,1.74
536,Druzhnaya Gorka,40,RU,1584324762,59,59.28,30.14,274.15,4.0
537,Lar,8,IN,1584324803,39,26.2,83.97,295.87,2.31
538,Nālūt,0,LY,1584324762,66,30.33,10.85,285.9,4.61
539,Trairi,94,BR,1584324762,96,-3.28,-39.27,296.36,1.26
540,Grand-Santi,43,GF,1584324762,72,4.25,-54.38,297.96,2.33
541,Marsh Harbour,0,BS,1584324762,73,26.54,-77.06,295.62,4.89
